"","can_name_clean","yr","cst","cst_n","sub","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"162","ALTURAS CHRIS PHILIPPS",2016,29,"BOHOL 1","REGION VII","PDP-LABAN",0,NA,"986269399530160000","NA; NA; NA",0,0
"163","ALVARADO FILIPINO",2016,78,"CITY OF LAS PIÑAS","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,"NA",0,0
"164","ALVARADO FILIPINO R",2010,78,"CITY OF LAS PIÑAS","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,"NA",0,0
"165","ALVARADO FILIPINO RAMOS",2013,78,"CITY OF LAS PIÑAS","NCR - FOURTH DISTRICT","IND",0,NA,NA,"NA",0,0
"166","ALVAREZ ANTONIO C",2010,180,"PALAWAN 1","REGION IV-B","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/tonyacaalvarez",0,0
"167","ALVAREZ EMELITA A",2010,99,"DAVAO DEL NORTE 1","REGION XI","PARTIDO NACIONALISTA",0,NA,NA,"NA",0,0
"168","ALVAREZ FRANZ JOSEF GEORGE ESPINA",2013,180,"PALAWAN 1","IV-B","NUP/PPP",1,NA,"403504115","NA; https://www.facebook.com/Chickoy-Alvarez-215955485145243; https://www.facebook.com/tropangchicoyalvarez",1,0
"169","ALVAREZ FRANZ JOSEF GEORGE ESPINA",2016,180,"PALAWAN 1","REGION IV-B","NUP",1,NA,"403504115","NA; https://www.facebook.com/Chickoy-Alvarez-215955485145243; https://www.facebook.com/tropangchicoyalvarez",1,0
"170","ALVAREZ FRANZ JOSEF GEORGE ESPINA",2019,180,"PALAWAN 1","REGION IV-B","NUP",1,NA,"403504115","NA; https://www.facebook.com/Chickoy-Alvarez-215955485145243; https://www.facebook.com/tropangchicoyalvarez",1,0
"171","ALVAREZ HEHERSON",2019,128,"ISABELA 4","REGION II","PDP-LABAN",0,"Commissioner of the Climate Change Commission (2009 - 2016); Secretary of Environment and Natural Resources (2001 - 2002); Secretary/ Minister of Agrarian Reform (1987); Former Presidential Advisor on Overseas Filipino Communities at Office of the President of the Philippines","1095244443030966272","NA; https://www.facebook.com/SenatorSonny",1,0
"172","ALVAREZ HEX",2016,128,"ISABELA 4","REGION II","IND",0,NA,"743402430008721408","NA; https://www.facebook.com/YesKayHex",0,1
"173","ALVAREZ LIM AO",2019,166,"NEGROS OCCIDENTAL 6","REGION VI","NPC",1,NA,NA,"https://www.facebook.com/GenaroMontillaAlvarezJr",1,0
"174","ALVAREZ MERCEDES K",2010,166,"NEGROS OCCIDENTAL 6","REGION VI","NATIONALIST PEOPLE'S COALITION",1,NA,"33096223","NA; https://www.facebook.com/Mercedes-Cheding-K-Alvarez-143034369449471",0,1
"175","ALVAREZ MERCEDES K",2013,166,"NEGROS OCCIDENTAL 6","VI","NATIONALIST PEOPLE'S COALITION",1,NA,"33096223","NA; https://www.facebook.com/Mercedes-Cheding-K-Alvarez-143034369449471",0,1
"176","ALVAREZ MERCEDES K",2016,166,"NEGROS OCCIDENTAL 6","REGION VI","NPC",1,NA,"33096223","NA; https://www.facebook.com/Mercedes-Cheding-K-Alvarez-143034369449471",0,1
"177","ALVAREZ PANTALEON",2016,99,"DAVAO DEL NORTE 1","REGION XI","PDP-LABAN",1,"former Secretary of Transportation and Communications (2001 - 2002)","760448758781923328","https://www.facebook.com/congpantaleonalvarez",1,1
"178","ALVAREZ PANTALEON",2019,99,"DAVAO (DAVAO DEL NORTE) 1","REGION XI","PDP-LABAN",1,"former Secretary of Transportation and Communications (2001 - 2002)","760448758781923328","https://www.facebook.com/congpantaleonalvarez",1,1
"179","ALVERO ASHLEY A",2010,144,"LEYTE 2","REGION VIII","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"180","ALVIZO MARIO S",2010,226,"SURIGAO DEL SUR 2","REGION XIII (CARAGA)","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"181","ALVIZO MARIO SALVA",2013,226,"SURIGAO DEL SUR 2","CARAGA","UNA",0,NA,NA,"NA",0,0
"182","AMANGYEN AVELINO",2019,159,"MOUNTAIN PROVINCE","CORDILLERA ADM. REGION","IND",0,NA,NA,"NA; https://www.facebook.com/Avelino-C-Amangyen-270990187153000; NA",0,0
"183","AMANSEC NARCISO",2019,13,"AURORA","REGION III","IND",0,NA,NA,"NA",0,0
"184","AMANTE ANGEL",2019,3,"AGUSAN DEL NORTE 2","REGION XIII","PDP-LABAN",1,NA,NA,"https://www.facebook.com/AngelAmanteMatba",0,0
"185","AMANTE ANGELICA M",2010,3,"AGUSAN DEL NORTE 2","REGION XIII (CARAGA)","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"https://www.facebook.com/AngelAmanteMatba",1,0
"186","AMANTE DAMASO",2016,136,"LAGUNA 3","REGION IV-A","NPC",0,NA,NA,"NA",0,0
"187","AMANTE ERLPE JOHN",2016,3,"AGUSAN DEL NORTE 2","REGION XIII","NP",1,NA,NA,"NA",0,0
"188","AMANTE ERLPE JOHN",2019,3,"AGUSAN DEL NORTE 2","REGION XIII","NP",0,NA,NA,"NA",0,0
"189","AMANTE ERLPE JOHN MALBAS",2013,3,"AGUSAN DEL NORTE 2","CARAGA","KUSGAN",1,NA,NA,"NA",0,0
"190","AMANTE UNCLE SAM",2019,2,"AGUSAN DEL NORTE 1","REGION XIII","PDP-LABAN",0,NA,NA,NA,0,0
"191","AMATONG ISAGANI",2016,239,"ZAMBOANGA DEL NORTE 3","REGION IX","LP",1,NA,NA,"NA",0,0
"192","AMATONG ISAGANI",2019,239,"ZAMBOANGA DEL NORTE 3","REGION IX","LP",1,NA,NA,"NA",0,0
"193","AMATONG ISAGANI SYBICO",2013,239,"ZAMBOANGA DEL NORTE 3","IX","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA",0,0
"194","AMATONG ROMMEL C",2010,105,"COMPOSTELA VALLEY 2","REGION XI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,NA,0,0
"195","AMATONG ROMMEL CAÑOS",2013,105,"COMPOSTELA VALLEY 2","XI","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,NA,0,0
"196","AMBALONG MELCHORA",2016,114,"ILIGAN","REGION X","IND",0,NA,NA,NA,0,0
"197","AMESOLA RANGIIT GEDREN L",2010,138,"LANAO DEL NORTE 1","REGION X","INDEPENDENT",0,NA,"954832018105184128","NA; NA; NA",0,0
"198","AMOLAT RACAL",2016,168,"NEGROS ORIENTAL 2","REGION VII","IND",0,NA,NA,"NA",0,0
"199","AMOROSO ZENON ESLABON",2013,56,"CAPIZ 1","VI","IND",0,NA,NA,NA,0,0
"200","AMPO SONIA",2016,76,"CITY OF ANTIPOLO 1","REGION IV-A","IND",0,NA,NA,"NA; NA; NA",0,0
"201","ANDAYA LOWELL ANFONE",2013,167,"NEGROS ORIENTAL 1","VII","IND",0,NA,NA,NA,0,0
"202","ANDAYA MANNY",2019,179,"ORIENTAL MINDORO 2","REGION IV-B","PDP-LABAN",0,NA,NA,"NA",0,0
"203","ANDAYA MARIA TANDOC",2013,57,"CAPIZ 2","VI","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"204","ANDAYA MARIBEL",2019,51,"CAMARINES SUR 2","REGION V","NPC",0,NA,"2809403108","https://www.facebook.com/maribelandayaeusebio; https://www.facebook.com/maribelandayaserbisyong",1,0
"205","ANDAYA MARISSA",2019,50,"CAMARINES SUR 1","REGION V","NPC",1,NA,NA,"https://www.facebook.com/MarissaAndaya2019",1,0
"206","ANDAYA ROLANDO JR",2016,50,"CAMARINES SUR 1","REGION V","NPC",1,"former Secretary of Budget and Management (2006 - 2010)",NA,"NA; https://www.facebook.com/RolandoNonoyAndayaJr; NA",0,0
"207","ANDAYA ROLANDO JR G",2010,50,"CAMARINES SUR 1","REGION V","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,"former Secretary of Budget and Management (2006 - 2010)",NA,"NA; https://www.facebook.com/RolandoNonoyAndayaJr; NA",0,0
"208","ANDAYA ROLANDO JR GUTIERREZ",2013,50,"CAMARINES SUR 1","V","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",1,"former Secretary of Budget and Management (2006 - 2010)",NA,"NA; https://www.facebook.com/RolandoNonoyAndayaJr; NA",0,0
"209","ANDOLANA GREGORIO ANTIPUESTO",2013,97,"COTABATO (NORTH COT.) 2","XII","IND",0,NA,NA,"NA",0,0
"210","ANG KAHIRUP",2016,220,"SULTAN KUDARAT 2","REGION XII","PTM",0,NA,NA,NA,0,0
"211","ANGANGAN ALDWIN B",2010,216,"SOUTH COTABATO 1","REGION XII","INDEPENDENT",0,NA,NA,NA,0,0
"212","ANGARA CASTILLO BELLA",2016,13,"AURORA","REGION III","LDP",1,NA,NA,"NA; NA; https://www.facebook.com/CongBellaAngaraCastillo",0,0
"213","ANGARA JUAN EDGARDO M",2010,13,"AURORA","REGION III","LABAN NG DEMOKRATIKONG PILIPINO",1,NA,"195764368","NA; https://www.facebook.com/sonnyangara",1,1
"214","ANGARA ROMMEL RICO",2019,13,"AURORA","REGION III","LDP",1,NA,NA,"NA; NA",0,0
"215","ANGELES LOUIE",2016,37,"BULACAN 2","REGION III","KBL",0,NA,"1180238837819179008","NA; NA; NA; https://www.facebook.com/Louie-C-Angeles-874713049309658",0,0
"216","ANGLUBEN RICARDO F",2010,26,"BENGUET","CORDILLERA ADM. REGION","INDEPENDENT",0,NA,NA,"NA; NA",0,0
"217","ANGPING HARRY",2016,84,"CITY OF MANILA 3","NATIONAL¬†CAPITAL¬†REGION","NP",0,NA,"4857766892","NA; https://www.facebook.com/HarryAngping",0,0
"218","ANGPING MARIA ZENAIDA BENEDICTO",2013,84,"CITY OF MANILA 3","NCR - FIRST DISTRICT","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"NA; https://www.facebook.com/NaidaAngpingPusoNgMaynila; https://www.facebook.com/NaidaAngping",1,0
"219","ANGPING NAIDA",2019,84,"CITY OF MANILA 3","NATIONAL CAPITAL REGION","LAKAS-CMD",0,NA,NA,"NA; https://www.facebook.com/NaidaAngpingPusoNgMaynila; https://www.facebook.com/NaidaAngping",0,0
"220","ANIÑON RAUL S",2010,168,"NEGROS ORIENTAL 2","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"221","ANIÑON RAUL SILORIO",2013,168,"NEGROS ORIENTAL 2","VII","IND",0,NA,NA,NA,0,0
"222","ANTIG SANDER",2016,16,"BASILAN","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","NPC",0,NA,NA,NA,0,0
"223","ANTOLIN EDWIN R",2010,118,"ILOCOS SUR 2","REGION I","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"224","ANTONINO MAGNOLIA ROSA",2019,175,"NUEVA ECIJA 4","REGION III","NUP",0,NA,NA,"NA; NA; https://www.facebook.com/CONGMEGANantonino; https://www.facebook.com/mrcantonino",0,0
"225","ANTONINO MEGAN",2016,175,"NUEVA ECIJA 4","REGION III","UNA",1,NA,NA,"NA; NA; https://www.facebook.com/CONGMEGANantonino; https://www.facebook.com/mrcantonino",0,0
"226","ANTONINO NADRES MAGNOLIA ROSA CARAM",2013,175,"NUEVA ECIJA 4","III","NUP",1,NA,NA,"NA; NA; https://www.facebook.com/CONGMEGANantonino; https://www.facebook.com/mrcantonino",1,0
"227","ANTONINO RODOLFO W",2010,175,"NUEVA ECIJA 4","REGION III","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"56647415","NA",0,1
"228","ANTONIO CRIS",2019,28,"BIÑAN","REGION IV-A","PDDS",0,NA,NA,"NA",0,0
"229","ANTONIO FRANCISCO JR A",2010,78,"CITY OF LAS PIÑAS","NATIONAL CAPITAL REGION","LABAN PARA SA KAPAYAPAAN, KATARUNGAN AT KAUNLARAN",0,NA,NA,NA,0,0
"230","ANTONIO ISARCO",2016,42,"CAGAYAN 3","REGION II","UNA",0,NA,NA,NA,0,0
"231","APACIBLE  TOMAS V",2010,20,"BATANGAS 1","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; https://www.facebook.com/Tomas-Apacible-207126605969791",0,0
"232","APACIBLE DONG",2019,20,"BATANGAS 1","REGION IV-A","PDP-LABAN",0,NA,NA,"NA; https://www.facebook.com/Dong-Apacible-Team-Apacible-591657491349551",0,0
"233","APACIBLE TOMAS VILLADOLID",2013,20,"BATANGAS 1","IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; https://www.facebook.com/Tomas-Apacible-207126605969791",0,0
"234","APIN AMELIA BONITA P",2010,9,"ALBAY 2","REGION V","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"235","APITA RAYMOND O",2010,111,"EASTERN SAMAR","REGION VIII","NATIONALIST PEOPLE'S COALITION",0,NA,"23527977","NA",0,0
"236","APOSTOL SERGIO A F",2010,144,"LEYTE 2","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,"former Chief Presidential Legal Counsel (2008)",NA,"https://www.facebook.com/officialsergiosergingapostol",0,0
"237","APOSTOL SERGIO ANTONIO",2016,144,"LEYTE 2","REGION VIII","LP",0,"former Chief Presidential Legal Counsel (2008)",NA,"https://www.facebook.com/officialsergiosergingapostol",0,0
"238","APOSTOL SERGIO ANTONIO FIGUEROA",2013,144,"LEYTE 2","VIII","PARTIDO LIBERAL NG PILIPINAS",1,"former Chief Presidential Legal Counsel (2008)",NA,"https://www.facebook.com/officialsergiosergingapostol",0,0
"239","APSAY MARIA CARMEN Z",2010,104,"COMPOSTELA VALLEY 1","REGION XI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"707953760","https://www.facebook.com/serbisyonimaricar",1,0
"240","APSAY MARIA CARMEN Z",2013,104,"COMPOSTELA VALLEY 1","XI","PARTIDO LIBERAL NG PILIPINAS",1,NA,"707953760","https://www.facebook.com/serbisyonimaricar; NA",1,0
"241","APSAY MARIA CARMEN Z",2016,104,"DAVAO DE ORO (COMPOSTELA VALLEY) 1","REGION XI","LP",1,NA,"707953760","https://www.facebook.com/serbisyonimaricar; NA",1,0
"242","AQUINO ANGEL",2016,190,"PANGASINAN 4","REGION I","IND",0,NA,NA,NA,0,0
"243","AQUINO BOY",2016,136,"LAGUNA 3","REGION IV-A","LP",0,NA,NA,NA,0,0
"244","AQUINO FLORANTE L",2010,136,"LAGUNA 3","REGION IV-A","INDEPENDENT",0,NA,NA,NA,0,0
"245","AQUINO HADJA LORNA",2016,201,"QUEZON CITY 4","NCR¬†-¬†SECOND¬†DISTRICT","IND",0,NA,NA,NA,0,0
"246","AQUINO HERMINIO SANCHEZ",2013,231,"TARLAC 3","III","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"247","AQUINO JAIME",2019,189,"PANGASINAN 3","REGION I","IND",0,NA,NA,"NA; NA",0,0
"248","AQUINO JOSE II S",2010,2,"AGUSAN DEL NORTE 1","REGION XIII (CARAGA)","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/JoboyAquino",0,0
"249","AQUINO ROBERTO S",2010,5,"AGUSAN DEL SUR 2","REGION XIII (CARAGA)","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"250","AQUINO ROBERTO SABIJON",2013,4,"AGUSAN DEL SUR 1","CARAGA","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"251","AQUINO SONIA TORRES",2013,22,"BATANGAS 3","IV-A","IND",0,NA,NA,"NA; NA; https://www.facebook.com/MayorSTA",1,0
"252","ARABANI JUPAKAR",2016,86,"CITY OF MANILA 5","NATIONAL¬†CAPITAL¬†REGION","PDP-LABAN",0,NA,NA,NA,0,0
"253","ARAGO MARIA EVITA R",2010,136,"LAGUNA 3","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1319569634","NA; NA",0,0
"254","ARAGO MARIA EVITA R",2013,136,"LAGUNA 3","IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,"1319569634","NA; NA",0,0
"255","ARANAS ALEX M",2010,178,"ORIENTAL MINDORO 1","REGION IV-B","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA; NA",0,0
"256","ARANDIA DANTE REONISTO",2013,10,"ALBAY 3","V","IND",0,NA,NA,"NA",0,0
"257","ARAYATA GENGEN",2019,65,"CAVITE 7","REGION IV-A","AKSYON",0,NA,"722055000","NA; https://www.facebook.com/Gengen-Arayata-476507305848734",0,0
"258","ARAYATA HERMOGENES JR F",2010,64,"CAVITE 6","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"259","ARBISON MARYAM NAPII",2013,222,"SULU 2","ARMM","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA",0,0
"260","ARBISON MUNIR",2016,222,"SULU 2","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","LP",1,NA,NA,NA,0,0
"261","ARBISON MUNIR",2019,222,"SULU 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","NP",1,NA,NA,NA,0,0
"262","ARBISON MUNIR JR",2019,222,"SULU 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","LAKAS-CMD",0,NA,"40122185","NA; NA",0,0
"263","ARCE MAURO",2019,89,"CITY OF MARIKINA 2","NCR - SECOND DISTRICT","IND",0,NA,NA,"NA",0,0
"264","ARCEÑO AVA",2016,51,"CAMARINES SUR 2","REGION V","NPC",0,NA,NA,"NA; NA",0,0
"265","ARCIAGA PAENG",2019,90,"CITY OF MUNTINLUPA","NCR - FOURTH DISTRICT","UNA",0,NA,NA,NA,0,0
"266","ARCILLA OSCAR JR G",2010,52,"CAMARINES SUR 3","REGION V","PARTIDO NG MANGGAGAWA AT MAGSASAKA",0,NA,"1213273024985583616","NA",0,0
"267","ARCILLA OSCAR JR G",2013,52,"CAMARINES SUR 3","V","PDP",0,NA,"1213273024985583616","NA",0,0
"268","ARCILLAS ARLENE",2016,134,"LAGUNA 1","REGION IV-A","LP",1,NA,"266970089","NA; https://www.facebook.com/ArleneBArcillas",1,1
"269","ARELLANO MARCELINO U",2010,77,"CITY OF ANTIPOLO 2","REGION IV-A","INDEPENDENT",0,NA,NA,NA,0,0
"270","ARENAS BABY",2016,189,"PANGASINAN 3","REGION I","LP",1,NA,NA,NA,0,0
"271","ARENAS BABY",2019,189,"PANGASINAN 3","REGION I","PDP-LABAN",1,NA,NA,NA,0,0
"272","ARENAS MA RACHEL J",2010,189,"PANGASINAN 3","REGION I","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"2838526028; 825882659167432704","NA; NA; NA; NA; https://www.facebook.com/RachelBabyArenas",1,0
"273","ARENAS RAMON JR J",2010,120,"ILOILO 2","REGION VI","NATIONALIST PEOPLE'S COALITION",0,NA,NA,NA,0,0
"274","ARENAS ROSE MARIE JIMENEZ",2013,189,"PANGASINAN 3","I","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,NA,0,0
"275","ARENASA JUAN",2016,74,"CEBU CITY 1","REGION VII","IND",0,NA,NA,NA,0,0
"276","ARENASA JUAN U",2010,74,"CEBU CITY (CAPITAL) 1","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"277","ARGUELLES REYNALDO F",2010,220,"SULTAN KUDARAT 2","REGION XII","INDEPENDENT",0,NA,NA,NA,0,0
"278","ARIAS OSCAR D",2010,162,"NEGROS OCCIDENTAL 2","REGION VI","ATON TAMDON UTOD NEGROSANON",0,NA,NA,NA,0,0
"279","ARLES PHILIP B",2010,166,"NEGROS OCCIDENTAL 6","REGION VI","ATON TAMDON UTOD NEGROSANON",0,NA,NA,"NA",0,0
"280","ARLES PHILIP BRITANICO",2013,166,"NEGROS OCCIDENTAL 6","VI","NUP",0,NA,NA,"NA",0,0
"281","ARNAIZ GEORGE P",2010,168,"NEGROS ORIENTAL 2","REGION VII","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"NA; NA; https://www.facebook.com/GeorgePArnaiz",0,0
"282","ARNAIZ GEORGE PLANTO",2013,168,"NEGROS ORIENTAL 2","VII","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"NA; NA; https://www.facebook.com/GeorgePArnaiz",0,0
"283","ARQUIZA JOSE NOEL ANTOLO",2013,114,"ILIGAN CITY","X","NUP",0,NA,NA,"NA",0,0
"284","ARROYO DELIA S",2010,34,"BUKIDNON 3","REGION X","INDEPENDENT",0,NA,NA,NA,0,0
"285","ARROYO DIOSDADO IGNACIO J M M",2010,51,"CAMARINES SUR 2","REGION V","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"560196933; 34277346","NA",0,1
"286","ARROYO DIOSDADO IGNACIO J M M",2013,51,"CAMARINES SUR 2","V","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",1,NA,"560196933; 34277346","NA",0,1
"287","ARROYO IGNACIO JR T",2010,165,"NEGROS OCCIDENTAL 5","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,NA,0,0
"288","ARROYO JACOB",2019,212,"SARANGANI","REGION XII","IND",0,NA,NA,"https://www.facebook.com/AmigoNgBayan",1,0
"289","ARROYO MARILOU",2019,165,"NEGROS OCCIDENTAL 5","REGION VI","LAKAS-CMD",1,NA,NA,"https://www.facebook.com/MarilouArroyo5thDistrict",0,0
"290","ARROYO MIKEY MACAPAGAL",2019,184,"PAMPANGA 2","REGION III","LAKAS-CMD",1,NA,NA,"https://www.facebook.com/mikeyarroyo2018; https://www.facebook.com/Cogressman-Juan-Miguel-Mikey-Arroyo-554185794989322; NA",0,0
"291","ARTACHO MARLO GERARDO V",2010,87,"CITY OF MANILA 6","NATIONAL CAPITAL REGION","PHILIPPINE GRREN REPUBLICAN PARTY",0,NA,NA,NA,0,0
"292","ARVISU MIGUEL ALAVA",2013,15,"BAGUIO CITY","CAR","IND",0,NA,NA,"NA; NA",0,0
"293","ASILO ATONG",2019,82,"CITY OF MANILA 1","NATIONAL CAPITAL REGION","PMP",0,NA,NA,"https://www.facebook.com/Benjamin-Atong-Asilo-367808372422; NA; NA",0,0
"294","ASILO BENJAMIN D",2010,82,"CITY OF MANILA 1","NATIONAL CAPITAL REGION","LP / KKK",1,NA,NA,"https://www.facebook.com/Benjamin-Atong-Asilo-367808372422; NA; NA",0,0
"295","ASILO BENJAMIN DELA ROSA",2013,82,"CITY OF MANILA 1","NCR - FIRST DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"https://www.facebook.com/Benjamin-Atong-Asilo-367808372422; NA; NA",0,0
"296","ASILO KUYA OBET",2016,82,"CITY OF MANILA 1","NATIONAL¬†CAPITAL¬†REGION","LP",0,NA,NA,"NA; https://www.facebook.com/Roberto-Obet-Asilo-548727922221534",0,0
"297","ASIS DONALD",2016,49,"CAMARINES NORTE 2","REGION V","IND",0,NA,NA,"NA; NA",0,0
"298","ASIS DONALD",2019,49,"CAMARINES NORTE 2","REGION V","IND",0,NA,NA,"NA; NA",0,0
"299","ASISTIO LUIS AQUINO",2013,47,"CALOOCAN CITY 2","NCR - THIRD DISTRICT","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA; NA",0,0
"300","ASPILAN RUDY",2016,15,"BAGUIO","CORDILLERA¬†ADM.¬†REGION","IND",0,NA,NA,"NA",0,0
"301","ASPILLA VIR",2016,97,"COTABATO (NORTH COT.) 2","REGION XII","IND",0,NA,NA,NA,0,0
"302","ASPILLAGA ERNESTO A",2010,80,"CITY OF MAKATI 2","NATIONAL CAPITAL REGION","PARTIDO NACIONALISTA",0,NA,"965983818","NA; NA",0,0
"303","ATIENZA ALI",2019,86,"CITY OF MANILA 5","NATIONAL CAPITAL REGION","LAKAS-CMD",0,NA,"49579986","https://www.facebook.com/aliatienzapage; NA; NA; NA; NA",1,1
"304","AUMENTADO ARIS",2019,30,"BOHOL 2","REGION VII","NPC",1,NA,NA,"NA; NA; NA",0,0
"305","AUMENTADO ERICO ARIS",2016,30,"BOHOL 2","REGION VII","NPC",1,NA,NA,"NA; NA; NA",0,0
"306","AUMENTADO ERICO ARISTOTLE CABAGNOT",2013,30,"BOHOL 2","VII","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"NA; NA; NA",0,0
"307","AUMENTADO ERICO B",2010,30,"BOHOL 2","REGION VII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/ricdoy",0,0
"308","AURE JESUS",2019,54,"CAMARINES SUR 5","REGION V","IND",0,NA,NA,NA,0,0
"309","AVANZADO FERNANDO V",2010,213,"SIQUIJOR","REGION VII","PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS",0,NA,"361753908","https://www.facebook.com/OfficialDingdongAvanzado; NA",1,1
"310","AVELINO JESUS MARIA JOSE MOSSESGELD",2013,56,"CAPIZ 1","VI","NUP",0,NA,NA,NA,0,0
"311","AVELLANOSA RENE M",2010,210,"SAN JOSE DEL MONTE CITY","REGION III","INDEPENDENT",0,NA,NA,NA,0,0
"312","AVENIDO AGAPITO",2019,30,"BOHOL 2","REGION VII","NUP",0,NA,NA,"https://www.facebook.com/AGA-Agaw-Ng-Bayan-272221303438776; NA; NA",0,0
"313","AVILA ALLAN",2019,233,"ZAMBALES 1","REGION III","IND",0,NA,NA,NA,0,0
"314","AVILA EDGAR M",2010,15,"BAGUIO CITY","CORDILLERA ADM. REGION","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA; https://www.facebook.com/EDGAR-M-AVILA-Public-Servant-1568359133464279",1,0
"315","AVILA RAFFY",2019,37,"BULACAN 2","REGION III","IND",0,NA,NA,NA,0,0
"316","AYALA RICARDO G",2010,9,"ALBAY 2","REGION V","INDEPENDENT",0,NA,NA,NA,0,0
"317","AYUSON LUISA",2016,206,"RIZAL 2","REGION IV-A","IND",0,NA,NA,"NA",0,0
"318","BAAC JOCEL",2019,131,"KALINGA","CORDILLERA ADM. REGION","PDP-LABAN",0,NA,NA,"NA",0,0
"319","BABALCON EUNICE UY",2013,209,"SAMAR (WESTERN SAMAR) 2","VIII","PARTIDO LIBERAL NG PILIPINAS",0,NA,"78197578","NA; https://www.facebook.com/Atty-Eunice-U-Babalcon-427369150670000",0,0
"320","BABASA JUN",2019,241,"ZAMBOANGA DEL SUR 2","REGION IX","PDP-LABAN",1,NA,NA,"https://www.facebook.com/JunBabasaOfficialAccount",1,0
"321","BABIERA HENRY",2016,112,"GUIMARAS","REGION VI","UNA",0,NA,NA,NA,0,0
"322","BABIERA HENRY",2019,112,"GUIMARAS","REGION VI","IND",0,NA,NA,NA,0,0
"323","BACANI LUISITO N",2010,183,"PAMPANGA 1","REGION III","INDEPENDENT",0,NA,NA,"NA",0,0
"324","BACANI RODOLFO C",2010,85,"CITY OF MANILA 4","NATIONAL CAPITAL REGION","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
