"","can_name_clean","yr","sub","cst_n","cst","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"443","HASAN BIN MALEK",2013,"NEGERI SEMBILAN","DISTRICT 129 (KUALA PILAH)",129,"BARISAN NASIONAL",1,"Minister of Domestic Trade, Cooperatives and Consumerism",NA,"https://www.facebook.com/YB.Dato.Sri.Hasan.Malek",1,0
"444","HASAN BIN MALEK",2018,"NEGERI SEMBILAN","DISTRICT 129 (KUALA PILAH)",129,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/YB.Dato.Sri.Hasan.Malek",1,0
"445","HASBI BIN HABIBOLLAH",2008,"SARAWAK","DISTRICT 221 (LIMBANG)",221,"NATIONAL FRONT - UNITED TRADITIONAL BUMIPUTERA PARTY",1,"none",NA,"NA",0,0
"446","HASBI BIN HABIBOLLAH",2013,"SARAWAK","DISTRICT 221 (LIMBANG)",221,"BARISAN NASIONAL",1,"none",NA,"NA",0,0
"447","HASBI BIN HABIBOLLAH",2018,"SARAWAK","DISTRICT 221 (LIMBANG)",221,"BARISAN NASIONAL",1,"Deputy Minister of Transport",NA,"NA",0,0
"448","HASBULLAH BIN OSMAN",2013,"PERAK","DISTRICT 054 (GERIK)",54,"BARISAN NASIONAL",1,"none","746682582","NA",0,0
"449","HASBULLAH BIN OSMAN",2018,"PERAK","DISTRICT 054 (GERIK)",54,"BARISAN NASIONAL",1,"none","746682582","NA",0,0
"450","HASBULLAH NAJIB",2018,"JOHOR","DISTRICT 152 (KLUANG)",152,"PARTI ISLAM SE MALAYSIA",0,"none","402126513","NA",0,1
"451","HASMIN  AZROY BIN ABDULLAH",2013,"SABAH","DISTRICT 181 (TENOM)",181,"PARTI REFORMASI NEGERI",0,"none","106967226","https://www.facebook.com/hasminazroy2",1,0
"452","HASSAN BIN ABDUL KARIM",2008,"JOHOR","DISTRICT 160 (JOHOR BAHRU)",160,"MALAYSIAN PEOPLE'S PARTY",0,"none","2865128466","https://www.facebook.com/hassankarim2013",1,1
"453","HASSAN BIN ABDUL KARIM",2013,"JOHOR","DISTRICT 144 (LEDANG)",144,"PARTI KEADILAN RAKYAT",0,"none","2865128466","NA",1,1
"454","HASSAN BIN ABDUL KARIM",2018,"JOHOR","DISTRICT 159 (PASIR GUDANG)",159,"PARTI KEADILAN RAKYAT",1,"none","2865128466","NA",1,1
"455","HEE LOY SIAN",2008,"SELANGOR","DISTRICT 105 (PETALING JAYA SELATAN)",105,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","138482076","https://www.facebook.com/HeeLoySian",1,1
"456","HEE LOY SIAN",2013,"SELANGOR","DISTRICT 105 (PETALING JAYA SELATAN)",105,"PARTI KEADILAN RAKYAT",1,"none","138482076","https://www.facebook.com/HeeLoySian",1,1
"457","HENG SEAI KIE",2013,"KEDAH","DISTRICT 017 (PADANG SERAI)",17,"BARISAN NASIONAL",0,"none","303716484","https://www.facebook.com/Heng-Seai-Kie-%E7%8E%8B%E8%B5%9B%E4%B9%8B-209347575764241",0,0
"458","HENG SEAI KIE",2018,"PERAK","DISTRICT 071 (GOPENG)",71,"BARISAN NASIONAL",0,"none","303716484","https://www.facebook.com/Heng-Seai-Kie-%E7%8E%8B%E8%B5%9B%E4%B9%8B-209347575764241",0,0
"459","HENG SINN YEE",2018,"W.P. KUALA LUMPUR","DISTRICT 123 (CHERAS)",123,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"460","HENRY SUM AGONG",2008,"SARAWAK","DISTRICT 222 (LAWAS)",222,"NATIONAL FRONT",1,"none","1330513530","https://www.facebook.com/datohenrysum",1,0
"461","HENRY SUM AGONG",2013,"SARAWAK","DISTRICT 222 (LAWAS)",222,"BARISAN NASIONAL",1,"Deputy Minister of Domestic Trade, Co-operatives and Consumerism","1330513530","https://www.facebook.com/datohenrysum",1,0
"462","HENRY SUM AGONG",2018,"SARAWAK","DISTRICT 222 (LAWAS)",222,"BARISAN NASIONAL",1,"Deputy Minister of Rural Development II","1330513530","https://www.facebook.com/datohenrysum",1,0
"463","HIEW KING CHEU",2008,"SABAH","DISTRICT 172 (KOTA KINABALU)",172,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","365209346","NA",0,1
"464","HILMI BIN YAHAYA",2013,"PULAU PINANG","DISTRICT 053 (BALIK PULAU)",53,"BARISAN NASIONAL",1,"Deputy Minister of Health","835343141200785408","https://www.facebook.com/hilmiyahayabp",1,0
"465","HILMI BIN YAHAYA",2018,"PULAU PINANG","DISTRICT 053 (BALIK PULAU)",53,"BARISAN NASIONAL",0,"none","835343141200785408","https://www.facebook.com/hilmiyahayabp",1,0
"466","HISHAMMUDDIN BIN DATUK HUSSEIN",2008,"JOHOR","DISTRICT 153 (SEMBRONG)",153,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of Education; Minister of Home Affairs","132630648","https://www.facebook.com/HishammuddinH2O",1,1
"467","HISHAMMUDDIN BIN DATUK HUSSEIN",2013,"JOHOR","DISTRICT 153 (SEMBRONG)",153,"BARISAN NASIONAL",1,"Minister of Defence ; Minister with Special Functions","132630648","https://www.facebook.com/HishammuddinH2O",1,1
"468","HISHAMMUDDIN BIN DATUK HUSSEIN",2018,"JOHOR","DISTRICT 153 (SEMBRONG)",153,"BARISAN NASIONAL",1,"Minister of Foreign Affairs","132630648","https://www.facebook.com/HishammuddinH2O",1,1
"469","HJ ABD RAHMAN YUSOF",2018,"TERENGGANU","DISTRICT 039 (DUNGUN)",39,"PARTI KEADILAN RAKYAT",0,"none","54868206","NA",0,0
"470","HJ AG LAIMAN BIN HJ IKIN",2018,"SABAH","DISTRICT 169 (KOTA BELUD)",169,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/AgLaiman-HjIkin-143626496272800; NA",0,0
"471","HJ ANUAR TAHIR",2018,"PAHANG","DISTRICT 088 (TEMERLOH)",88,"PARTI KEADILAN RAKYAT",1,"Deputy Minister of Works","988963295750111232","https://www.facebook.com/Timbalan-Menteri-Kerja-Raya-YB-Hj-MohdAnuar-Tahir--275254183292808",0,1
"472","HJ AWANG SOLAHUDIN",2018,"KEDAH","DISTRICT 011 (PENDANG)",11,"PARTI ISLAM SE MALAYSIA",1,"Deputy Minister of Human Resources",NA,"https://www.facebook.com/Haji-Awang-Solahudin-Official-209074723155547",1,0
"473","HJ MARDI MARWAN",2018,"JOHOR","DISTRICT 148 (AYER HITAM)",148,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA; NA",0,0
"474","HJ MARZUKI BIN YAHYA",2018,"PULAU PINANG","DISTRICT 042 (TASEK GELUGOR)",42,"PARTI KEADILAN RAKYAT",0,"Deputy Minister of Foreign Affairs","1028919563981733888","https://www.facebook.com/marzukiyahyaofficial",1,1
"475","HJ MOHAMED DIAH BAHARUN",2018,"SELANGOR","DISTRICT 111 (KOTA RAJA)",111,"PARTI ISLAM SE MALAYSIA",0,"none","996200210148741120","NA",0,1
"476","HJ ZAINAL ABIDIN KIDAM",2018,"W.P. PUTRAJAYA","DISTRICT 125 (PUTRAJAYA)",125,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"477","HJ ZUL",2018,"KELANTAN","DISTRICT 025 (BACHOK)",25,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"478","HJH AZLINDA LATIF",2018,"JOHOR","DISTRICT 156 (KOTA TINGGI)",156,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"479","HOH HEE LEE",2008,"SELANGOR","DISTRICT 102 (SERDANG)",102,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,"NA",0,0
"480","HOH KHAI MUN",2013,"PAHANG","DISTRICT 080 (RAUB)",80,"BARISAN NASIONAL",0,"none",NA,"NA; NA",0,0
"481","HOU KOK CHUNG",2008,"JOHOR","DISTRICT 152 (KLUANG)",152,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Deputy Minister of Higher Education I",NA,"NA",0,0
"482","HOU KOK CHUNG",2013,"JOHOR","DISTRICT 152 (KLUANG)",152,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"483","HOU KOK CHUNG",2018,"JOHOR","DISTRICT 158 (TEBRAU)",158,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"484","HU PANG CHAW",2013,"JOHOR","DISTRICT 148 (AYER HITAM)",148,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/HuPangChaw",0,0
"485","HUAN CHENG GUAN",2013,"PULAU PINANG","DISTRICT 046 (BATU KAWAN)",46,"PARTI CINTA MALAYSIA",0,"none",NA,"NA",0,0
"486","HUAN CHENG GUAN  MEJAR HUAN",2018,"PULAU PINANG","DISTRICT 043 (BAGAN)",43,"PARTI CINTA MALAYSIA",0,"none",NA,"NA",0,0
"487","HUANG TIONG SII",2018,"SARAWAK","DISTRICT 208 (SARIKEI)",208,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/suppn45repok",0,0
"488","HUD ANDRI",2018,"SARAWAK","DISTRICT 207 (IGAN)",207,"PARTI KEADILAN RAKYAT",0,"none","869020202","https://www.facebook.com/Hud-Andri-Zulkarnaen-231384271129336",0,1
"489","HUSAIN BIN AWANG",2008,"TERENGGANU","DISTRICT 033 (BESUT)",33,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,"https://www.facebook.com/DatoHajiHusainAwang",0,0
"490","HUSAM BIN MUSA",2013,"W.P. PUTRAJAYA","DISTRICT 125 (PUTRAJAYA)",125,"PARTI ISLAM SE MALAYSIA",0,"none","176330468","https://www.facebook.com/hjhusammusa",1,1
"491","HUSAM BIN MUSA",2018,"KELANTAN","DISTRICT 021 (KOTA BHARU)",21,"PARTI KEADILAN RAKYAT",0,"none","176330468","https://www.facebook.com/hjhusammusa",1,1
"492","IBRAHIM BIN ALI",2008,"KELANTAN","DISTRICT 022 (PASIR MAS)",22,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none","813976860765736960","NA",0,0
"493","IBRAHIM BIN ALI",2013,"KELANTAN","DISTRICT 022 (PASIR MAS)",22,"INDEPENDENT",0,"none","813976860765736960","NA",0,0
"494","IBRAHIM BIN ALI",2018,"KELANTAN","DISTRICT 022 (PASIR MAS)",22,"BEBAS",0,"none","813976860765736960","NA",0,0
"495","IBRAHIM BIN KHATIB",2013,"SELANGOR","DISTRICT 105 (PETALING JAYA SELATAN)",105,"INDEPENDENT",0,"none",NA,"https://www.facebook.com/Paduka-Ayahanda-Ibrahim-Khatib-594340843909843",0,0
"496","IBRAHIM BIN YAACOB",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 118 (SETIAWANGSA)",118,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","580657878","https://www.facebook.com/ibrahimtansriyaacob",0,1
"497","IBRAHIM BIN YAACOB",2013,"W.P. KUALA LUMPUR","DISTRICT 118 (SETIAWANGSA)",118,"PARTI KEADILAN RAKYAT",0,"none","580657878","https://www.facebook.com/ibrahimtansriyaacob",0,1
"498","IBRAHIM HANAFIAH",2018,"PERAK","DISTRICT 054 (GERIK)",54,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"499","IBRAHIM ISMAIL",2018,"PERAK","DISTRICT 060 (TAIPING)",60,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/akhukumibrahimismail",0,0
"500","IDRIS BIN AHMAD",2008,"KEDAH","DISTRICT 005 (JERLUN)",5,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none","3016781158","https://www.facebook.com/Idris-Ahmad-165772956766692",0,1
"501","IDRIS BIN AHMAD",2013,"PERAK","DISTRICT 059 (BUKIT GANTANG)",59,"PARTI ISLAM SE MALAYSIA",1,"none","3016781158","https://www.facebook.com/Idris-Ahmad-165772956766692",0,1
"502","IDRIS BIN HARON",2008,"MELAKA","DISTRICT 136 (TANGGA BATU)",136,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Deputy Minister for Higher Education","2754542220","https://www.facebook.com/page.idris.haron",1,1
"503","IDRIS BIN JUSOH",2013,"TERENGGANU","DISTRICT 033 (BESUT)",33,"BARISAN NASIONAL",1,"Minister of Education II ; Minister of Higher Education","49930822","https://www.facebook.com/DatoSeriIdrisJusoh",1,1
"504","IDRIS BIN JUSOH",2018,"TERENGGANU","DISTRICT 033 (BESUT)",33,"BARISAN NASIONAL",1,"none","49930822","https://www.facebook.com/DatoSeriIdrisJusoh",1,1
"505","IGNATIUS DORELL LEIKING",2013,"SABAH","DISTRICT 174 (PENAMPANG)",174,"PARTI KEADILAN RAKYAT",1,"none","33467934","https://www.facebook.com/MP.Penampang",1,1
"506","IGNATIUS DORELL LEIKING",2018,"SABAH","DISTRICT 174 (PENAMPANG)",174,"PARTI WARISAN SABAH",1,"Minister of International Trade and Industry of Malaysia","33467934","https://www.facebook.com/MP.Penampang",1,1
"507","IKMAL HISHAM BIN ABDUL AZIZ",2013,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"BARISAN NASIONAL",1,"none",NA,"https://www.facebook.com/IkmalHishamAbdAziz",0,0
"508","IR KHAIRIL NIZAM",2018,"SELANGOR","DISTRICT 098 (GOMBAK)",98,"PARTI ISLAM SE MALAYSIA",0,"none","261439612","https://www.facebook.com/IrKhairilNizam",1,1
"509","IR MD NASIR BIN HASHIM",2018,"JOHOR","DISTRICT 154 (MERSING)",154,"PARTI KEADILAN RAKYAT",0,"none","939012368167706624","NA",0,0
"510","IR MUSTAFAR KADIR",2018,"NEGERI SEMBILAN","DISTRICT 126 (JELEBU)",126,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"511","IR TAN SEONG LIM",2018,"SELANGOR","DISTRICT 104 (SUBANG)",104,"BARISAN NASIONAL",0,"none","180643876","NA",0,1
"512","IRMOHIZAM BIN IBRAHIM",2013,"SELANGOR","DISTRICT 096 (KUALA SELANGOR)",96,"BARISAN NASIONAL",1,"none","244420610","https://www.facebook.com/Dr-Irmohizam-Ibrahim-283605981775326",1,1
"513","IRMOHIZAM BIN IBRAHIM",2018,"SELANGOR","DISTRICT 096 (KUALA SELANGOR)",96,"BARISAN NASIONAL",0,"none","244420610","https://www.facebook.com/Dr-Irmohizam-Ibrahim-283605981775326",1,1
"514","IRWANSHAH BIN MUSTAPA",2018,"SABAH","DISTRICT 184 (LIBARAN)",184,"PARTI WARISAN SABAH",0,"none",NA,"https://www.facebook.com/irwanshahmustapa",1,0
"515","ISMAIL ABD MUTTALIB",2008,"PAHANG","DISTRICT 086 (MARAN)",86,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none","469942634","NA",0,0
"516","ISMAIL ABD MUTTALIB",2013,"PAHANG","DISTRICT 086 (MARAN)",86,"BARISAN NASIONAL",1,"Deputy Minister of Human Resources","469942634","NA",0,0
"517","ISMAIL ABD MUTTALIB",2018,"PAHANG","DISTRICT 086 (MARAN)",86,"BARISAN NASIONAL",1,"Deputy Minister of Housing and Local Government","469942634","NA",0,0
"518","ISMAIL BIN ARIFFIN",2018,"PERAK","DISTRICT 071 (GOPENG)",71,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"519","ISMAIL BIN DAUT",2013,"KEDAH","DISTRICT 014 (MERBOK)",14,"BARISAN NASIONAL",1,"none","1512839232","NA",0,0
"520","ISMAIL BIN MOHAMED",2018,"JOHOR","DISTRICT 143 (PAGOH)",143,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"521","ISMAIL BIN MOHAMED SAID",2008,"PAHANG","DISTRICT 087 (KUALA KRAU)",87,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none","3431964732","NA",0,1
"522","ISMAIL BIN MOHAMED SAID",2013,"PAHANG","DISTRICT 087 (KUALA KRAU)",87,"BARISAN NASIONAL",1,"Deputy Speaker of the Dewan Rakyat","3431964732","NA",0,1
"523","ISMAIL BIN MOHAMED SAID",2018,"PAHANG","DISTRICT 087 (KUALA KRAU)",87,"BARISAN NASIONAL",1,"Deputy Minister of Home Affairs I","3431964732","NA",0,1
"524","ISMAIL BIN SAFFIAN",2013,"PERAK","DISTRICT 059 (BUKIT GANTANG)",59,"BARISAN NASIONAL",0,"none","1524326089","NA",0,1
"525","ISMAIL BIN SALLEH",2008,"PENANG (PULAU PINANG)","DISTRICT 042 (TASEK GELUGOR)",42,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,"https://www.facebook.com/drismail.amanah",1,0
"526","ISMAIL BIN SALLEH",2013,"KEDAH","DISTRICT 005 (JERLUN)",5,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/drismail.amanah",1,0
"527","ISMAIL SABRI YAAKOB",2008,"PAHANG","DISTRICT 090 (BERA)",90,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of Youth and Sports; Minister of Domestic Trade, Cooperatives and Consumerism","150566521","https://www.facebook.com/ismailsabri60",1,1
"528","ISMAIL SABRI YAAKOB",2013,"PAHANG","DISTRICT 090 (BERA)",90,"BARISAN NASIONAL",1,"Minister of Agriculture and Agro-based Industry ; Minister of Rural and Regional Development","150566521","NA",1,1
"529","ISMAIL SABRI YAAKOB",2018,"PAHANG","DISTRICT 090 (BERA)",90,"BARISAN NASIONAL",1,"Minister of Defence","150566521","NA",1,1
"530","ISMAILY BIN BUNGSU",2008,"SABAH","DISTRICT 176 (KIMANIS)",176,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","823051927","https://www.facebook.com/bangmailysabah",1,0
"531","ISNARAISSAH MUNIRAH BT MAJILIS  FAKHARUDY",2013,"SABAH","DISTRICT 169 (KOTA BELUD)",169,"PARTI KEADILAN RAKYAT",0,"none","NA","https://www.facebook.com/munirahmajilis",1,0
"532","ISNARAISSAH MUNIRAH BT MAJILIS  FAKHARUDY",2018,"SABAH","DISTRICT 169 (KOTA BELUD)",169,"PARTI WARISAN SABAH",1,"Deputy Minister of Energy, Science, Technology, Environment and Climate Change","NA","https://www.facebook.com/munirahmajilis",1,0
"533","ISZUREE BIN IBRAHIM",2018,"PULAU PINANG","DISTRICT 052 (BAYAN BARU)",52,"PARTI ISLAM SE MALAYSIA",0,"none","252657293","NA",0,0
"534","IZANI BIN HUSIN",2013,"KELANTAN","DISTRICT 020 (PENGKALAN CHEPA)",20,"PARTI ISLAM SE MALAYSIA",1,"none","1023833149665492992; 1154331729999482880","https://www.facebook.com/dr.izani; NA",1,1
"535","IZIZAM BIN IBRAHIM",2018,"PERLIS","DISTRICT 001 (PADANG BESAR)",1,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"536","JAAFAR BIN ISMAIL",2013,"SABAH","DISTRICT 176 (KIMANIS)",176,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"537","JAAFAR BIN ISMAIL",2018,"SABAH","DISTRICT 176 (KIMANIS)",176,"PARTI HARAPAN RAKYAT SABAH",0,"none",NA,"NA",0,0
"538","JACOB DUNGAU SAGAN",2008,"SARAWAK","DISTRICT 220 (BARAM)",220,"NATIONAL FRONT - SARAWAK PROGRESSIVE DEMOCRATIC PARTY",1,"Deputy Minister of International Trade and Industry",NA,"NA",0,0
"539","JAHAYA IBRAHIM",2008,"SELANGOR","DISTRICT 096 (KUALA SELANGOR)",96,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,"NA",0,0
"540","JAILANI BIN JOHARI",2013,"TERENGGANU","DISTRICT 038 (HULU TERENGGANU)",38,"BARISAN NASIONAL",1,"Deputy Minister of Communication and Multimedia","1367249545","https://www.facebook.com/JailaniJohari038",1,1
"541","JAINEH BIN JUAYA  JIMMY JAWATAH",2013,"SABAH","DISTRICT 181 (TENOM)",181,"PARTI MAJU SABAH",0,"none","2859611514","NA",0,0
"542","JAKE NOINTIN",2018,"SABAH","DISTRICT 180 (KENINGAU)",180,"PARTI WARISAN SABAH",0,"none",NA,"NA; https://www.facebook.com/Datuk-Jake-Nointin-official-112432693935773",0,0
"543","JALALUDDIN BIN ALIAS",2018,"NEGERI SEMBILAN","DISTRICT 126 (JELEBU)",126,"BARISAN NASIONAL",1,"none","226564461","NA",0,1
"544","JALUMIN BIN BAYOGOH",2013,"SABAH","DISTRICT 169 (KOTA BELUD)",169,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"545","JAMIL BIN WILLIAM CORE",2013,"SABAH","DISTRICT 176 (KIMANIS)",176,"PARTI MAJU SABAH",0,"none",NA,"NA; NA",0,0
"546","JAMIL BIN WILLIAM CORE",2018,"SABAH","DISTRICT 175 (PAPAR)",175,"PARTI SOLIDARITI TANAH AIRKU",0,"none",NA,"NA",0,0
"547","JAMIL KHIR BIN BAHAROM",2013,"KEDAH","DISTRICT 012 (JERAI)",12,"BARISAN NASIONAL",1,"Minister in the Prime Minister's Department: Islamic Affairs","424051034","https://www.facebook.com/dsjamilkhir",1,1
"548","JAMIL KHIR BIN BAHAROM",2018,"KEDAH","DISTRICT 012 (JERAI)",12,"BARISAN NASIONAL",0,"none","424051034","https://www.facebook.com/dsjamilkhir",1,1
"549","JASON TEOH SEW HOCK",2018,"JOHOR","DISTRICT 162 (ISKANDAR PUTERI)",162,"BARISAN NASIONAL",0,"none","137891612","NA",0,1
"550","JAYANTHI DEVI A P BALAGURU",2013,"W.P. KUALA LUMPUR","DISTRICT 117 (SEGAMBUT)",117,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/JayanthiGerakan; NA",0,0
"551","JAYANTHI DEVI BALAGURU",2018,"PULAU PINANG","DISTRICT 046 (BATU KAWAN)",46,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/JayanthiGerakan; NA",0,0
"552","JEANNOTH SINEL",2018,"SARAWAK","DISTRICT 198 (PUNCAK BORNEO)",198,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"553","JEFFREY KUMIN  JOHN",2013,"SABAH","DISTRICT 171 (SEPANGGAR)",171,"PARTI TINDAKAN DEMOKRATIK",0,"none","126203071","https://www.facebook.com/StarSabahBahagianduninanam; NA",1,1
"554","JEFFREY KUMIN  JOHN",2018,"SABAH","DISTRICT 171 (SEPANGGAR)",171,"PARTI MAJU SABAH",0,"none","126203071","https://www.facebook.com/StarSabahBahagianduninanam; NA",1,1
"555","JEMAT PANJANG",2018,"SARAWAK","DISTRICT 218 (SIBUTI)",218,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"556","JENICE LEE YING HA",2018,"SELANGOR","DISTRICT 100 (PANDAN)",100,"PARTI RAKYAT MALAYSIA",0,"none","159760675","https://www.facebook.com/leeyingha",0,1
"557","JOHARI BIN ABDUL",2008,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","328826717","https://www.facebook.com/mpsungaipetani",1,0
"558","JOHARI BIN ABDUL",2013,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"PARTI KEADILAN RAKYAT",1,"none","328826717","https://www.facebook.com/mpsungaipetani",1,0
"559","JOHARI BIN ABDUL",2018,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"PARTI KEADILAN RAKYAT",1,"none","328826717","https://www.facebook.com/mpsungaipetani",1,0
"560","JOHARI BIN ABDUL GHANI",2013,"W.P. KUALA LUMPUR","DISTRICT 119 (TITIWANGSA)",119,"BARISAN NASIONAL",1,"Deputy Minister of Finance ; Second Minister of Finance","1366539378","https://www.facebook.com/joharighaniofficial",1,1
"561","JOHARI BIN ABDUL GHANI",2018,"W.P. KUALA LUMPUR","DISTRICT 119 (TITIWANGSA)",119,"BARISAN NASIONAL",0,"none","1366539378","https://www.facebook.com/joharighaniofficial",1,1
"562","JOHN A L FERNANDEZ",2008,"NEGERI SEMBILAN","DISTRICT 128 (SEREMBAN)",128,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none",NA,"NA",0,0
"563","JOHN A L FERNANDEZ",2013,"NEGERI SEMBILAN","DISTRICT 128 (SEREMBAN)",128,"INDEPENDENT",0,"none",NA,"NA",0,0
"564","JOHN BRIAN ANTHONY ANAK JEREMY GUANG",2013,"SARAWAK","DISTRICT 217 (BINTULU)",217,"PARTI TINDAKAN DEMOKRATIK",0,"none","333936688","https://www.facebook.com/johnbrian.anthony",0,0
"565","JOHNITY  MAXIMUS BIN ONGKILI",2008,"SABAH","DISTRICT 168 (KOTA MARUDU)",168,"NATIONAL FRONT-UNITED SABAH PARTY",1,"Minister of Science, Technology, and Innovation","82346117","NA",0,1
"566","JOHNITY  MAXIMUS BIN ONGKILI",2013,"SABAH","DISTRICT 168 (KOTA MARUDU)",168,"BARISAN NASIONAL",1,"Minister of Energy, Green Technology and Water","82346117","NA",0,1
"567","JOHNITY  MAXIMUS BIN ONGKILI",2018,"SABAH","DISTRICT 168 (KOTA MARUDU)",168,"BARISAN NASIONAL",1,"Minister in Prime Minister's Department: Sabah and Sarawak Affairs","82346117","NA",0,1
"568","JOHNNY ANAK APUT",2013,"SARAWAK","DISTRICT 199 (SERIAN)",199,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"569","JONATHAN BIN YASIN",2008,"SABAH","DISTRICT 179 (RANAU)",179,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","57848447","NA",0,0
"570","JONATHAN BIN YASIN",2013,"SABAH","DISTRICT 179 (RANAU)",179,"PARTI KEADILAN RAKYAT",0,"none","57848447","NA",0,0
"571","JONATHAN BIN YASIN",2018,"SABAH","DISTRICT 179 (RANAU)",179,"PARTI KEADILAN RAKYAT",1,"Deputy Minister of Home Affairs II","57848447","NA",0,0
"572","JOSEPH KURUP",2008,"SABAH","DISTRICT 182 (PENSIANGAN)",182,"NATIONAL FRONT",1,"Deputy Minister of Rural and Regional Development; Deputy Minister of Natural Resources and Environment","937614135113564032","https://www.facebook.com/ybjosephkurup",1,0
"573","JOSEPH KURUP",2013,"SABAH","DISTRICT 182 (PENSIANGAN)",182,"BARISAN NASIONAL",1,"Minister in the Prime Minister's Department: National Unity and Integration","937614135113564032","https://www.facebook.com/ybjosephkurup",1,0
"574","JOSEPH PAIRIN KITINGAN",2008,"SABAH","DISTRICT 180 (KENINGAU)",180,"NATIONAL FRONT-UNITED SABAH PARTY",1,"none",NA,"NA",0,0
"575","JOSEPH PAIRIN KITINGAN",2013,"SABAH","DISTRICT 180 (KENINGAU)",180,"BARISAN NASIONAL",1,"none",NA,"NA",0,0
"576","JOSHUA ANAK JABING  JOSHUA JABENG",2013,"SARAWAK","DISTRICT 214 (SELANGAU)",214,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA; NA",0,0
"577","JUGAH AK MUYANG",2018,"SARAWAK","DISTRICT 203 (LUBOK ANTU)",203,"BEBAS",1,"none",NA,"NA; https://www.facebook.com/Jugah-Muyang-P203-2104790426255204; NA",0,0
"578","JULAILEY BIN JEMADI",2013,"JOHOR","DISTRICT 141 (SEKIJANG)",141,"PARTI KEADILAN RAKYAT",0,"none","44901141","https://www.facebook.com/julailey.jemadi",1,1
